reviewerID,unixReviewTime,summary,reviewText,recommend
A2O6SU5YDVSDN4,1379116800,"Good for families, moms on the PTA, and those who entertain or cook a lot #1","Ok, I do cook a lot, but my hubby is gluten free so a lot of the recipes are unusable, or need modification.<br /><br />Like all other ""home"" mags it's very consumer-driven. Buy this new cleaner/foundation/moisturizer. Buy these new rugs/lamps/sofas. Buy these backpacks/storage cubes/clothes that are trending now for your kids. Buy, buy, buy. I find this very off-putting.<br /><br />There are articles on handling family, financial, and social issues, party planning, etc as you would expect. It is very current, with discussions of sex (though not as frank as Redbook is), social media, and other issues.<br /><br />Bottom line, if you are a modern mom with some disposable income trying to ""do it all and look fabulous"" this is probably right for you. For me, no kids, not so youth-driven, seldom entertain, it's not that interesting.",1
A2ANADS3S81YV4,1374192000,"Always a favorite read of mine, can't wait to see it in my maibox each month!","I've been reading and subscribing to WD for years and years and my love for it never changes...LOL.  It's a big fav of mine (magazines, in general, are a big obsession and guilty pleasure of mine!).  I have to admit, though, that I DO miss former Editor in Chief, Jane Chesnutt, and I didn't much care for the lady who replaced her, but I DO like the newest Editor, Susan Spencer.",1
A12WW7CAXXH9N6,1367539200,Woman's Day is Fabulous!,"Love this magazine! From the handy tips, to the easy craft/home decor projects, to the tasty recipes, Woman's Day has it all!",1
A3V9QW1ELZMIOW,1365724800,it;s a magazine...,"I subscribed, I got it. I read it. Got tired of it, and cancelled. What's to say? Good recipes, articles a bit short.",1
A3H4XQXJOFRAIL,1355184000,Always full of great ideas in many areas,"Have been a reader on and off for years. The magazine is full of decorating ideas, useful tips, recipes, beauty aids. No matter what your interests, there is something each month to use. I especially like the lower price.",1
A1PEOGIXZK8NEC,1353628800,recipes/ stories/ some gardening,At first I was thrilled with the magazine but now some of the recipes are not to my taste.  The magazine does not have substance in the short stories.,1
A1EO6C73I0LQKP,1350432000,WD,Like the short articles and the information that is in the magazine is helpful for the everyday woman. Good price.,1
A3HHIZT39D0B7C,1325635200,late,I ordered my subscription in December. I was disappointed to get two issues on 1/3/12---both December and January.  Why would I want to read the December issue on January 3?  I could get the December issue at the thrift shop for ten cents in January.,1
A70NFM6KHU24F,1473120000,Every issue is a must-read,"160 years after its inception, The Atlantic continues to be among the best sources of informed journalism and opinion in print. It belongs in the same illustrious ranks as The New Yorker and The Economist.",1
A1CZ0H1CN8L13F,1453939200,Buy to stay enformed,One of the best on the market.,1
A22RY8N8CNDF3A,1290211200,"Some Very Good, Some Not So Good","I was most interested in the article titled ""Clean Energy, Dirty Coal"" by James Fallows. I didn't appreciate his gratuitous digs at China, but more importantly, the article meandered on forever without any useful detail or statistics.<br /><br />""God Help You. You're on Dialysis"" was much better, though covering the topic of those unfortunate enough to require kidney dialysis. Every year, over 100,000 Americans start, and 25% die within 12 months, a fatality rate the writer report as one of the worst in the developed world - despite spending about $77,000/patient, believed to be more than any other nation. Meanwhile, our government has kept secret clinic-specific data that could help patients make better decisions (Medicare agreed to release them after this article), and the two corporate chains dominating the system (DaVita, Fresnius) together earn about $2 billion in operating profits/year. More than 80% are for-profit.<br /><br />The author reviewed inspection reports for more than 1,500 clinics out of 5,000 from 2002-09, finding reports of filthy or unsafe conditions in almost half the units checked. Sixty clinics had at least five citations for prescription errors. Consequences are seldom meaningful - just 16 clinics were closed from 2000 to 2008.<br /><br />Italy spends about one-third less than the U.S., and only about 11% die each year, vs. 20% in the U.S. Patients have more than 5X as much contact with their physicians as in the U.S. Patients start dialysis sooner than in the U.S.<br /><br />The 'good news' is that Medicare is now moving to improve dialysis care.<br /><br />""Your Child Left Behind"" reports on a study by Hanushek that compares individual American states with foreign countries, looking at 15-year-old students ranked as the best at math in each location. Only 6% of U.S. students perform at the advanced-proficiency level in math, lagging some 30 other nations, including Taiwan, Hong Kong, Korea, Finland, Switzerland, Belgium, and Netherlands, in that order. OECD nations trailing us included only Portugal, Greece, Turkey, and Mexico. Massachusetts ranks as the best state, behind 16 other nations. Even restricting U.S. students to whites or those with at least one college-educated parent put New York below Poland's all children, and Illinois' pupils with at least one college-educated parent performed lower than all students in Iceland, France, Estonia, and Sweden.<br /><br />On a per student basis, we spend more than all but Luxembourg, Switzerland, and Norway.",1
AVF9FV7AMRP5C,1253750400,The slow decline of a great magazine,"I started reading The Atlantic in 2004. Back then The Atlantic provided insightful and interesting articles covering Iraq and Afghanistan, and occasionally included some fiction.<br /><br />In the last five years, I have witnessed a slight decline in the quality of this magazine. No doubt this is due to the decline in advertising revenues of this magazine. The Atlantic has scaled down and axed the fiction section from its monthly publication. Fiction is now published annually. Recent covers have included tacky and cheesy headlines designed to capture attention and are more appropriate for a tabloid than The Atlantic. Examples have included<br /><br />- The Britney Show<br />- The Passion of Alec Baldwin<br />- If Kim Jong Il Used Facebook<br /><br />Despite it's recent shortcomings, I would recommend the Atlantic to anyone interested in reading about global affairs, finance, culture, and politics.",1
A70NFM6KHU24F,1236902400,Not quite the print edition,"First off, let me say that The Atlantic is one of the finest, most intelligent and original magazines on American politics. It's essential reading and an absolute bargain for the money. As complementary readings, I'd suggest&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-New-Yorker/dp/B00005N7T5/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The New Yorker</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Wilson-Quarterly/dp/B00005NIP3/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Wilson Quarterly</a>.<br /><br />The pros of the Kindle version over the paper version are that you get instant delivery of each new issue, it costs half as much per issue (and you pay per issue rather than annually), and it's more environmentally friendly, given that you've already bought a Kindle. The cons are that you miss out on some excellent graphics. Also, though the Kindle version is well-organized, the linear progression of one article after another, uninterrupted, inevitably grows tiresome. After subscribing to the Kindle version for about a year, I've decided that it's not quite worth it. I'm switching to the print edition. Of course, the same content is also available on the magazine's website at no cost, but the paper version is much easier on the eyes.",1
A3FVAWZNKW9GX,1229472000,Excellent Dentist Office Addition,"I like the Atlantic, but I confess I do not like it enough so that I will continue to subscribe. I read it while awaiting treatment at my dentist's office, while on the train or at a coffee shop. In 45 minutes, I have had my fill. It is otherwise not compelling in its originality or capacity.<br /><br />The articles are better than most popular magazines. I enjoy Mark Steyn and Mark Bowden, but get tired of Christopher Hitchens' proselytory writing tone.<br /><br />Occasional issues have been dumbed down, are feel as if they are being geared for the Entertainment Tonight crowd.<br /><br />The Atlantic is a good read in short spurts, but inconsistent over the entire issue, I now only buy a couple issues a year, at most.<br /><br />Anthony Trendl<br />[...]",1
A3JPFWKS83R49V,1214352000,Intellectually Stimulating and Highly Anticipated Each Month,"The Atlantic is an intellectual magazine and one that I have been reading on and off for many years. This magazine is best known for its political/current events/social articles that tackle some tough issues of the day and it delivers most effectively when it's offering some commentary on world events and social issues and these are the articles I turn to first when I read The Atlantic. I like the political articles best, but there are plenty of other non- political yet very thoughtful articles in each issue.<br />Most every article in The Atlantic is thoughtful and well- written. Look closely at the authors of some of the stories in this magazine and you will notice some high- profile names on more than one occasion. Christopher Hitchens, Mark Bowden, Eric Schlosser, and others are known to contribute an article or two in each issue of The Atlantic. These writers, and others like them, are ready to offer their take on some of the critical issues of the day.<br /><br />The Atlantic certainly offers some interesting, thoughtful, intellectual articles and one fact that sets them apart from those found in most other magazines is that the featured articles are often very long- sometimes exceeding ten pages in length. Most magazines shy away from articles this long because they know that most reader's have an attention span that is far too short to finish the entire piece of reading in one sitting. But The Atlantic is different. If the subject matter is such that an article needs to be ten- plus pages in order to thoroughly cover everything, then The Atlantic is quick to oblige. I appreciate the excellent coverage but I must admit that some articles are almost too long. Even when I have an interest in the subject matter, I often end up stopping halfway through because I cannot hold my attention any longer.<br /><br />Another section I like in The Atlantic is the book reviews section. To present a fair and balanced perspective, The Atlantic reviews new books from many different genres and I like that there are different reviews of varying lengths. One section of The Atlantic called Cover to Cover includes short summaries of many different books. These are nice when you don't have time to read a lengthy review of a book and just want the basics. But there are also some very long book reviews in The Atlantic, along with some advertisements for new books that include a short, 50 to 100 word summary of the book. I like reading the reviews, but I like this section best for its exposure to new book releases. It is like looking at a quick rundown of intellectual books and I have, in fact, discovered some very good titles from this part of the magazine.<br /><br />Overall, The Atlantic ranks among my favorite magazines and I look forward to some serious, intellectual reading in each issue. I admit that some articles are a tad too lengthy, but I still like The Atlantic for its intellectual stimulation and for its focus on current events. It's a very good magazine for cerebral types who like to read about politics and social issues.",1
